id,observed_on,time_observed_at,user_id,updated_at,quality_grade,description,place_guess,latitude,longitude,species_guess,scientific_name
16018779,8/29/18,2018-08-29 21:30:32 UTC,242882,2018-08-30 17:00:38 UTC,needs_id,,"906 Chetco Ave, Brookings, OR, US",42.05528617,-124.2889167,Rhizopogon,Rhizopogon
16073018,8/25/18,2018-08-25 21:13:00 UTC,3494,2018-08-31 20:48:09 UTC,needs_id,,"Inyo County, CA, USA",37.41563333,-118.7556917,Rhizopogon,Rhizopogon
16187450,10/8/14,2014-10-08 18:28:00 UTC,1114177,2020-06-15 12:45:58 UTC,research,,"Pinhey sand dunes, Merivale Gardens - Grenfell Glen - Pineglen - Country Place, Ottawa, ON, Canada",45.32045785,-75.73677544,Rhizopogon roseolus,Rhizopogon roseolus
16214540,9/4/18,2018-09-04 21:26:49 UTC,1155593,2018-09-04 21:28:15 UTC,needs_id,Found in grassy area of a park. ,"Adams State University, Alamosa, CO, US",37.47147997,-105.8802125,,Rhizopogon rubescens
16345584,1/9/16,,676480,2020-06-15 06:26:43 UTC,research,,"Salt Point, Sonoma Co., California, USA",38.5663,-123.333,Rhizopogon occidentalis,Rhizopogon occidentalis
16347453,7/21/17,,676480,2019-09-11 00:07:50 UTC,needs_id,,"Yavapai Co., Arizona, USA",34.70965,-112.3975,Rhizopogon,Rhizopogon
16348325,12/8/17,,676480,2018-09-09 08:31:08 UTC,needs_id,,"Salt Point State Park, Sonoma Co., California, USA",38.57535,-123.313,Rhizopogon,Rhizopogon
16551389,9/14/18,2018-09-15 01:09:30 UTC,3494,2018-09-15 15:03:25 UTC,needs_id,,"Merritt College, Oakland, CA, US",37.789325,-122.1661917,Rhizopogon,Rhizopogon
16651311,9/17/18,2018-09-17 17:42:00 UTC,682730,2018-09-18 19:07:40 UTC,needs_id,,"Lewis County, WA, USA",46.48740506,-121.9449292,Rhizopogon,Rhizopogon
16822827,9/22/18,2018-09-22 22:16:00 UTC,300530,2018-09-29 06:36:18 UTC,needs_id,,"Tillamook County, OR, USA",45.69085438,-123.935051,Rhizopogon roseolus,Rhizopogon roseolus
17306782,10/6/18,2018-10-06 19:14:57 UTC,1131181,2019-01-06 16:47:11 UTC,needs_id,,"Coconino National Forest, Happy Jack, AZ, US",34.44917167,-111.2325217,Rhizopogon,Rhizopogon
17334499,10/4/18,,676480,2019-09-10 23:47:59 UTC,needs_id,"<p>Soil under ponderosa pine, gambel oak, Douglas fir and spruce at 8500&#8217;.</p>","Coconino National Forest, Mogollon Rim",34.458639,-111.250691,Rhizopogon,Rhizopogon
17449626,10/12/18,2018-10-12 17:47:23 UTC,749816,2020-01-14 14:23:12 UTC,needs_id,,"Willamette National Forest, Idanha, OR, US",44.52249167,-122.0307833,Rhizopogon,Rhizopogon
17457485,10/12/18,2018-10-12 20:32:50 UTC,1169591,2019-12-19 01:46:24 UTC,research,,"South Beach State Park, Newport, OR, US",44.606625,-124.0580222,Rhizopogon ochraceorubens,Rhizopogon ochraceorubens
17734509,10/20/18,2018-10-21 01:04:27 UTC,26049,2019-11-20 19:58:49 UTC,needs_id,,"Shannon County, MO",37.32189178,-91.4359436,Rhizopogon fuscorubens,Rhizopogon fuscorubens
18044748,10/31/18,2018-10-31 23:07:14 UTC,1302924,2018-12-31 22:41:24 UTC,needs_id,,"3225 Willamette St, Eugene, OR, US",44.02137783,-123.0916138,Rhizopogon occidentalis,Rhizopogon occidentalis
18090653,11/3/18,,155080,2018-11-05 02:57:16 UTC,needs_id,,"Crowleys Ridge State Park,  Greene County, AR, ",36.045319,-90.660692,Rhizopogon,Rhizopogon
18222486,11/7/18,2018-11-07 22:41:43 UTC,378136,2018-11-07 22:42:30 UTC,needs_id,,"19411 K Pl, Long Beach, WA, US",46.44319617,-124.055823,,Rhizopogon occidentalis
18317597,11/10/18,2018-11-10 18:14:22 UTC,5179,2018-11-11 01:31:13 UTC,needs_id,,"41843–41951 Little Lake Rd, Mendocino, CA, US",39.31355333,-123.7451033,Rhizopogon,Rhizopogon
18345761,11/11/18,2018-11-11 20:37:52 UTC,555985,2018-11-12 04:26:28 UTC,needs_id,,"Douglas County, US-OR, US",43.79594596,-124.1588995,Rhizopogon,Rhizopogon
18367927,11/12/18,2018-11-12 21:01:00 UTC,469820,2019-10-24 06:45:56 UTC,research,,"Jackson County, OR, USA",42.24791389,-122.4681167,Rhizopogon occidentalis,Rhizopogon occidentalis
18397758,11/11/18,2018-11-11 20:10:37 UTC,824737,2018-11-14 21:39:56 UTC,needs_id,"Habitat: coastal dunes with lodge pole pine, lupine, and coastal grasses; Substrate: sand; Collection ID: CAR-2018-040.","Oregon Dunes National Recreation Area, Gardiner, OR, US",43.79744242,-124.1590978,,Rhizopogon occidentalis
18398798,11/14/18,2018-11-14 22:18:03 UTC,845369,2019-02-07 04:05:58 UTC,needs_id,,"Oregon Dunes National Recreation Area, Gardiner, OR, US",43.83973885,-124.1559779,Rhizopogon fuscorubens,Rhizopogon
18423151,11/11/18,2018-11-11 23:02:28 UTC,1231977,2018-11-16 04:38:09 UTC,needs_id,Found single sporocarp in dunes among grass next to shore pines.,"Tankenitch Lake, Gardiner, OR, US",43.80071625,-124.1436283,,Rhizopogon ochraceorubens
18443796,11/11/18,2018-11-11 20:31:12 UTC,832505,2018-12-01 20:02:18 UTC,needs_id,"1.5- 6.5 cm broad, irregularly shaped, peridium matted-fibillose, whitish yellow in color but darkening with age or handling. Outer flesh covered in red rhizomorphs. Spore-bearing flesh is spongy and white, becoming olive brown with age.",Takhenitch Dunes,43.796963,-124.152004,Rhizopogon occidentalis,Rhizopogon occidentalis
18452913,10/29/18,2018-10-29 21:40:20 UTC,832303,2018-11-17 18:54:28 UTC,needs_id,,"Woods Creek Rd, Philomath, OR 97370, USA",44.53102361,-123.5452884,Rhizopogon vinicolor,Rhizopogon vinicolor
18499567,11/11/18,2018-11-11 20:36:31 UTC,824249,2018-11-19 18:30:56 UTC,needs_id,Found under duff of shore pine,"Tankenitch Campground, 79750 US-101, Gardiner, OR 97441, USA",43.77863204,-124.1438911,Rhizopogon salebrosus,Rhizopogon salebrosus
18508099,11/19/18,2018-11-20 01:11:50 UTC,9572,2018-11-29 00:26:24 UTC,needs_id,,"95437, Fort Bragg, CA, US",39.44241353,-123.7430334,Rhizopogon,Rhizopogon
18553107,11/21/18,2018-11-21 21:39:05 UTC,3494,2018-11-22 07:30:57 UTC,needs_id,,"College of the Redwoods - Eureka Campus, Eureka, CA, US",40.701775,-124.2036283,,Rhizopogon occidentalis
18577382,11/16/18,2018-11-17 00:04:32 UTC,998698,2018-11-23 18:48:08 UTC,needs_id,,"Josephine County, US-OR, US",42.28528769,-123.6486437,Rhizopogon occidentalis,Rhizopogon occidentalis
18590973,11/18/18,2018-11-18 19:09:41 UTC,442423,2018-12-03 17:41:32 UTC,research,,"1826 NW Lester Ave, Corvallis, OR 97330, USA",44.60608292,-123.2775879,Rhizopogon occidentalis,Rhizopogon occidentalis
18601718,11/24/18,2018-11-24 18:30:53 UTC,378136,2018-11-25 04:34:17 UTC,needs_id,,"1107 195th St, Long Beach, WA, US",46.44333177,-124.0554137,Rhizopogon occidentalis,Rhizopogon occidentalis
18603843,11/24/18,2018-11-24 18:37:54 UTC,247013,2018-11-29 05:44:21 UTC,research,,"7920 Bodega Ave, Sebastopol, CA, US",38.3983,-122.836595,Rhizopogon occidentalis,Rhizopogon occidentalis
18617639,10/20/18,2018-10-20 22:20:00 UTC,258652,2018-12-02 06:38:38 UTC,needs_id,"NS3422

NAMF 3793","Pierce County, WA, USA",47.01601491,-121.5460858,Rhizopogon,Rhizopogon
18637100,11/25/18,2018-11-25 21:59:15 UTC,1037275,2018-11-26 06:36:07 UTC,needs_id,,"The University of British Columbia, Vancouver, BC, CA",49.26679667,-123.2580117,,Rhizopogon
18668063,10/27/18,2018-10-27 20:59:25 UTC,1231983,2018-11-27 05:04:49 UTC,needs_id,Found at the base of a Pinus contorta bear the coast. Soil was sandy but specimen was buried in the duff. ,"1004 254th Ln, Ocean Park, WA, US",46.48609167,-124.0544583,,Rhizopogon occidentalis
18743998,11/30/18,2018-11-30 23:38:46 UTC,956264,2020-06-02 23:21:07 UTC,needs_id,"Felt styrofoam like, relatively tough.","6628–6800 Lanphere Rd, Arcata, CA, US",40.88982,-124.1430972,Rhizopogon,Rhizopogon
18748136,10/12/18,,477643,2020-06-02 11:00:26 UTC,needs_id,,"Salem, Marion Co., Oregon, USA",44.93295,-123.0285,Rhizopogon,Rhizopogon
18748180,10/12/18,,477643,2020-06-02 11:00:31 UTC,research,,"Salem, Marion Co., Oregon, USA",44.93295,-123.0285,Rhizopogon villosulus,Rhizopogon villosulus
18748474,10/13/18,,477643,2020-06-02 11:00:59 UTC,needs_id,,"Salem, Marion Co., Oregon, USA",44.93295,-123.0285,Rhizopogon,Rhizopogon
18748496,10/13/18,,477643,2020-06-02 11:01:01 UTC,research,,"Salem, Marion Co., Oregon, USA",44.93295,-123.0285,Rhizopogon vinicolor,Rhizopogon vinicolor
18793206,12/2/18,2018-12-02 21:27:55 UTC,179103,2018-12-03 12:37:58 UTC,needs_id,,"Salt Point State Park, Jenner, CA, US",38.58001333,-123.3087383,Rhizopogon,Rhizopogon
18793224,12/2/18,2018-12-02 21:30:54 UTC,179103,2018-12-03 12:37:41 UTC,needs_id,Red staining,"Salt Point State Park, Jenner, CA, US",38.58001667,-123.30873,Rhizopogon,Rhizopogon
18793330,12/2/18,2018-12-02 21:37:43 UTC,179103,2018-12-03 15:52:45 UTC,research,Red and blue staining,"Salt Point State Park, Jenner, CA, US",38.5798,-123.3078617,Rhizopogon occidentalis,Rhizopogon occidentalis
18793882,12/2/18,2018-12-03 00:07:35 UTC,179103,2018-12-03 21:11:11 UTC,needs_id,,"Salt Point State Park, Jenner, CA, US",38.569755,-123.3230133,Rhizopogon,Rhizopogon
18807698,12/3/18,2018-12-03 19:52:24 UTC,378136,2018-12-04 05:21:33 UTC,needs_id,,"Pacific, , WA, US",46.4407883,-124.0575337,,Rhizopogon
18808720,12/3/18,2018-12-03 20:39:37 UTC,378136,2018-12-03 20:51:17 UTC,needs_id,,"1205 189th Pl, Long Beach, WA, US",46.4400926,-124.0568191,Rhizopogob,Rhizopogon occidentalis
18809908,12/3/18,2018-12-03 17:46:33 UTC,1259196,2019-02-27 02:32:17 UTC,needs_id,"Small cluster of 7-8 fruiting bodies. Pale gray gleba. Outer surface yellowish and cracked.  Growing at drip line of planted ponderosa pine on grassy bank of school ground.  I sent images to Jim Trappe. Matt Trappe also weighed in with his opinion but Jim prevailed. His response follows:  Rhizopogon occidentalis is covered with   rhizomorphs covering the surface and usually doesn't turn pink where exposed. However, a lookalike species in SW Oregon does develop brick red patches as it ages. I think of those two as ""the R. occidentalis complex.""  images remind me very much of the R. rubescens-R. vulgaris complex. R. rubescens has lots of adpressed rhizomorphs and in youth stains the pretty pink of Scott's images.  R. vulgaris is similar but devoid of surface rhizomorphs. Its spores also are smaller than R. rubescens. Trouble is, the images show a very few and rather inconspicuous surface rhizomorphs, so it is half way between the two species. Spore size is needed.  the images remind me or a pogie that emerges iunder the pines that have overtaken the old Stehekin schoolhouse. I have called that one R. vulgaris, but these and the several related species need to be sorted out by molecular  methods.  The species discussed above prefer pines to any other trees.","Kennedy Middle School, Eugene, OR, US",44.03722168,-123.152871,Rhizopogon,Rhizopogon
18820244,12/2/18,2018-12-02 21:26:59 UTC,3494,2018-12-04 17:01:40 UTC,needs_id,,"Salt Point State Park, Jenner, CA, US",38.57986167,-123.3087533,Rhizopogon,Rhizopogon
18854061,12/2/18,2018-12-03 00:07:56 UTC,3494,2018-12-06 02:16:23 UTC,needs_id,,"Salt Point State Park, Jenner, CA, US",38.56977833,-123.3229967,Rhizopogon,Rhizopogon
18872276,12/6/18,2018-12-06 22:56:03 UTC,732799,2018-12-07 03:50:08 UTC,needs_id,,"95460, Mendocino, CA, US",39.31431167,-123.7636633,Rhizopogon,Rhizopogon
18873797,12/6/18,2018-12-06 21:49:19 UTC,732799,2018-12-10 04:09:00 UTC,needs_id,,"95460, Mendocino, CA, US",39.31306167,-123.7643367,Rhizopogon,Rhizopogon
18890773,12/1/18,,394031,2018-12-10 04:33:55 UTC,needs_id,<p>Many growing very close together in grass with pine trees nearby. Sharp odor (pepper?). Interior light grey to grey green in age.</p>,"Mission Bay, San Diego, California, USA",32.7723,-117.2325,Rhizopogon,Rhizopogon
18904097,12/8/18,2018-12-08 19:23:51 UTC,771345,2018-12-15 00:49:52 UTC,needs_id,"Under grass matting. Rhizopogon occidentalis
","Mendocino County, US-CA, US",39.43116088,-123.7604278,,Rhizopogon occidentalis
18913353,12/8/18,2018-12-08 20:07:21 UTC,3494,2018-12-10 03:44:23 UTC,needs_id,,"Tahoe National Forest, Camptonville, CA, US",39.41713333,-121.1210555,Rhizopogon,Rhizopogon
18913360,12/8/18,2018-12-08 20:10:29 UTC,3494,2018-12-09 12:50:54 UTC,needs_id,,"Tahoe National Forest, Camptonville, CA, US",39.41787833,-121.1207722,Rhizopogon,Rhizopogon
18913372,12/8/18,2018-12-08 20:18:50 UTC,3494,2018-12-10 17:46:41 UTC,needs_id,,"Tahoe National Forest, Camptonville, CA, US",39.41787167,-121.1207722,Rhizopogon,Rhizopogon
18913377,12/8/18,2018-12-08 20:23:10 UTC,3494,2018-12-09 12:50:39 UTC,needs_id,,"Tahoe National Forest, Camptonville, CA, US",39.41816333,-121.1199195,Rhizopogon,Rhizopogon
18913405,12/8/18,2018-12-08 21:06:31 UTC,3494,2020-06-14 23:29:41 UTC,research,close to ponderosa pine. Reddening reaction on surface when rubbed. Rhizomorphs white. MOTR suggests that R. ochraceorubens is similar to R. ocxidentalis but doesn’t have yellown rhizomorphs and tends to stain more red/orange ,"Tahoe National Forest, Camptonville, CA, US",39.41592,-121.12165,Rhizopogon ochraceorubens,Rhizopogon ochraceorubens
18926533,12/9/18,2018-12-09 19:28:35 UTC,996619,2018-12-10 17:55:12 UTC,needs_id,,"1400 New Navy Base Rd, Arcata, CA 95521, USA",40.82628848,-124.1810786,Rhizopogon,Rhizopogon
18931261,12/8/18,2018-12-08 18:54:31 UTC,5179,2018-12-12 04:53:04 UTC,needs_id,smelled like garlic at maturity,"Yuba County, Tahoe National Forest, US-CA, US",39.42192833,-121.1069805,Rhizopogon,Rhizopogon
18934778,12/8/18,2018-12-08 18:28:48 UTC,170354,2018-12-10 05:27:26 UTC,needs_id,,"Jackson Demonstration State Forest, Mendocino County, US-CA, US",39.31718167,-123.7602148,,Rhizopogon
19017982,8/8/18,2018-08-09 02:13:00 UTC,1299956,2018-12-14 20:42:08 UTC,needs_id,Truffle located along the Alpine Trail near Sourgrass Mountain.,"Lane County, OR, USA",43.86416902,-122.5028121,Rhizopogon,Rhizopogon
19044697,12/12/18,2018-12-12 16:46:06 UTC,1126154,2018-12-16 08:42:32 UTC,needs_id,"Bounced when thrown forcefully on the ground without bursting, tough and rubbery. Smell and taste indistinct ","West Valley College, Saratoga, CA, US",37.26728833,-122.008025,,Rhizopogon
19058219,9/26/09,2009-09-26 20:00:00 UTC,304776,2019-01-16 14:50:25 UTC,research,"Siltcoos area, pines and spruce-stabilized dunes","Lane County, OR, USA",43.87595769,-124.1437073,Rhizopogon occidentalis,Rhizopogon occidentalis
19068860,8/13/17,2017-08-14 00:49:53 UTC,1392135,2018-12-17 21:43:02 UTC,needs_id,,"4330 Scr 504 H, Bay Springs, MS, US",31.970755,-89.33358833,Rhizopogon,Rhizopogon
19078717,12/15/18,2018-12-15 21:50:50 UTC,399598,2018-12-18 02:42:28 UTC,needs_id,,"San Luis Obispo County, US-CA, US",35.55529667,-121.0947112,,Rhizopogon occidentalis
19091236,12/18/18,,393367,2018-12-19 03:39:40 UTC,needs_id,under monterrey pine... some kind of false truffle?,"Oakland, CA, USA",37.88048986,-122.2451223,Rhizopogon occidentalis,Rhizopogon occidentalis
19094576,12/18/18,2018-12-18 23:43:35 UTC,19715,2018-12-19 19:46:47 UTC,needs_id,,"93428, Cambria, CA, US",35.53831333,-121.0821445,Rhizopogon,Rhizopogon
19141524,12/15/18,2018-12-15 23:51:00 UTC,404559,2018-12-21 22:52:31 UTC,needs_id,,"Cambria, CA, USA",35.55527778,-121.0945889,Rhizopogon occidentalis,Rhizopogon occidentalis
19148487,12/21/18,2018-12-21 19:36:15 UTC,179103,2018-12-22 20:02:38 UTC,needs_id,,"Año Nuevo State Park, Pescadero, CA, US",37.1188195,-122.3131333,Rhizopogon,Rhizopogon
19148510,12/21/18,2018-12-21 19:38:02 UTC,179103,2018-12-22 20:02:19 UTC,needs_id,,"Año Nuevo State Park, Pescadero, CA, US",37.11891667,-122.3132467,Rhizopogon,Rhizopogon
19148808,11/16/18,2018-11-16 17:38:00 UTC,17695,2018-12-22 16:19:02 UTC,needs_id,,"Sonoma, California, United States",38.41951111,-122.83645,Rhizopogon,Rhizopogon
19157042,12/21/18,2018-12-21 19:35:48 UTC,3494,2018-12-22 22:27:08 UTC,needs_id,,"Año Nuevo State Park, Pescadero, CA, US",37.11870283,-122.3133083,Rhizopogon,Rhizopogon
19157093,12/21/18,2018-12-21 19:34:47 UTC,3494,2018-12-23 19:47:49 UTC,needs_id,"Feeding in rhizopogon from this observation
https://www.inaturalist.org/observations/19157042","Año Nuevo State Park, Pescadero, CA, US",37.11873883,-122.3131467,Achilid Planthoppers,Achilidae
19157108,12/21/18,2018-12-21 19:38:09 UTC,3494,2018-12-22 19:47:19 UTC,needs_id,,"Año Nuevo State Park, Pescadero, CA, US",37.11884717,-122.3132383,,Rhizopogon
19176981,12/14/18,2018-12-14 17:28:03 UTC,37453,2018-12-27 23:45:16 UTC,needs_id,,"Point Reyes National Seashore, Marin County, US-CA, US",37.93229702,-122.7296319,Rhizopogon,Rhizopogon
19184578,12/23/18,2018-12-24 00:38:56 UTC,1365146,2018-12-24 14:57:51 UTC,needs_id,"Next to Douglas fir, 1.5-2”, sponge like, smelled slightly like cloves
","Del Norte County, US-CA, US",41.70632962,-123.8605069,Rhizopogon,Rhizopogon
19188579,12/23/18,2018-12-23 21:32:00 UTC,168642,2019-01-21 23:11:48 UTC,research,I think,"800 Quail Hollow Rd, Felton, CA 95018, USA",37.0843571,-122.0614699,Rhizopogon occidentalis,Rhizopogon occidentalis
19223747,12/25/18,2018-12-25 23:15:35 UTC,3494,2018-12-26 05:44:41 UTC,needs_id,,"Redwood Regional Park, Oakland, CA, US",37.80683833,-122.1738883,Rhizopogon,Rhizopogon
19223761,12/25/18,2018-12-25 23:16:41 UTC,3494,2020-06-15 03:28:51 UTC,research,Fruiting from between rhizopogon ,"Redwood Regional Park, Oakland, CA, US",37.80705333,-122.1735167,Pungent Slippery Jack,Suillus pungens
19236544,12/25/18,2018-12-25 21:03:24 UTC,364529,2018-12-26 21:11:21 UTC,needs_id,Under ponderosa pine,"Dobbins, CA 95935, USA",39.36594772,-121.1464691,Rhizopogon,Rhizopogon
19271618,12/28/18,2018-12-28 16:51:00 UTC,322150,2018-12-28 18:47:14 UTC,research,under torrey pine,"La Jolla Shores, San Diego, CA 92037, USA",32.86615,-117.250075,Rhizopogon occidentalis,Rhizopogon occidentalis
19298081,12/29/18,2018-12-29 22:34:49 UTC,19715,2019-01-01 21:32:28 UTC,needs_id,,"93428, Cambria, CA, US",35.53783,-121.0822,Rhizopogon,Rhizopogon
19500473,1/7/19,2019-01-07 23:01:30 UTC,242882,2019-01-07 23:57:30 UTC,needs_id,Under Pinus radiats,"Pt San Pedro Rd, San Rafael, CA, US",37.98372,-122.4709033,,Rhizopogon occidentalis
19505834,1/6/19,2019-01-06 19:24:17 UTC,28,2019-01-08 04:53:37 UTC,needs_id,,"Salt Point State Park, Jenner, CA, US",38.57944167,-123.30693,Rhizopogon,Rhizopogon
19516807,1/8/19,2019-01-08 19:29:00 UTC,322150,2019-01-08 19:44:29 UTC,needs_id,Under Torrey Pine; coastal chaparral habitat ,"La Jolla Shores, San Diego, CA 92037, USA",32.86633333,-117.24965,Rhizopogon occidentalis,Rhizopogon occidentalis
19522733,1/8/19,2019-01-09 00:29:30 UTC,364529,2019-01-10 23:50:25 UTC,research,"Growing under Doug fir, Ponderosa pine, canyon live oak. Thought it was a puff ball since it had ruptured from the ground. Texture like industrial foam. ","15397 Flying Cloud Dr, Grass Valley, CA 95945, USA",39.22687531,-120.9606094,Rhizopogon occidentalis,Rhizopogon occidentalis
19560887,1/10/19,2019-01-10 23:54:18 UTC,364529,2019-01-10 23:58:10 UTC,needs_id,"Found among Fat Jacks so Douglas Fir nearby maybe matters? Also, alders, Ponderosa pine and dogwood nearby. ","13287 Grizzly Trail, Grass Valley, CA 95945, USA",39.22872735,-120.9537351,Rhizopogon,Rhizopogon
19721047,1/18/19,2019-01-18 22:56:38 UTC,426579,2019-01-28 18:02:45 UTC,research,"Buried just under the surface in mixed conifer woodland, spongy","14663 Greenhorn Rd, Grass Valley, CA 95945, USA",39.21443176,-120.9943542,Rhizopogon occidentalis,Rhizopogon occidentalis
19748761,1/19/19,2019-01-19 23:28:18 UTC,24754,2019-01-20 05:18:37 UTC,needs_id,,"Unnamed Road, Livermore, CA 94550, USA",37.55627823,-121.6134949,Rhizopogon,Rhizopogon
19748883,1/19/19,2019-01-19 23:44:28 UTC,24754,2019-01-20 04:58:22 UTC,needs_id,,"Unnamed Road, Livermore, CA 94550, USA",37.55614853,-121.613678,Rhizopogon,Rhizopogon
19824212,1/20/19,2019-01-20 17:20:58 UTC,170354,2019-01-24 04:27:28 UTC,needs_id,,"Manzanita Youth Sports Complex, Salinas, CA, US",36.80086645,-121.6784214,Rhizopogon,Rhizopogon
19876829,1/24/19,,394031,2019-01-26 07:35:25 UTC,needs_id,,"Carmel Mountain Preserve, San Diego, California, USA",32.93985,-117.2135,Rhizopogon,Rhizopogon
19960312,11/15/17,2017-11-15 19:20:23 UTC,1131181,2019-02-03 22:03:07 UTC,needs_id,,"Coconino National Forest, Flagstaff, AZ, US",35.18399667,-111.6711417,Rhizopogon,Rhizopogon
20019554,10/30/14,2014-10-30 18:22:00 UTC,70841,2019-09-24 04:22:19 UTC,needs_id,,"Franklin Parker Preserve, Chatsworth, Burlington Co., NJ",39.800675,-74.553856,Rhizopogon,Rhizopogon
20075347,2/3/19,2019-02-03 20:34:20 UTC,132236,2019-09-08 20:26:42 UTC,research,"This had a very long lasting bitter taste! Also, we were surprised to find a Rhizopogon growing just beneath the stipe tip of the largest mushroom specimen. I don't know if that was merely coincidental or if there's any sort of connection between the Rhizopogon and the mushroom. You can see it in the last image of this photo set and also in its own iNaturalist observation: https://www.inaturalist.org/observations/20075387","San Luis Obispo County, US-CA, US",35.43230228,-121.1178679,Skællet ridderhat,Tricholoma imbricatum
20075387,2/3/19,2019-02-03 20:36:28 UTC,132236,2019-02-04 18:55:54 UTC,needs_id,I think... Please correct me if I am wrong about the species! This was found growing directly beneath the stipe tip of a large Tricholoma imbricatum mushroom (see last image of the photo set). I don't know if that was merely coincidental or if there's any sort of connection.,"San Luis Obispo County, US-CA, US",35.50183575,-121.0089614,Rhizopogon occidentalis,Rhizopogon occidentalis
20142124,2/3/19,2019-02-03 19:15:00 UTC,108450,2019-02-06 19:46:28 UTC,needs_id,"This wsubterranean fruiting body was found growing directly beneath the stipe of a large Tricholoma imbricatum. In appearance and habitat it is spot-on for R. occidentalis, however, I can not be certain it is not the very similar R. ochraceorubens so for now I am leaving it as Rhizopogon sp. ","San Luis Obispo County, US-CA, US",35.40577296,-121.0178303,Rhizopogon,Rhizopogon
20148677,2/2/19,2019-02-02 17:37:42 UTC,5179,2020-06-14 06:53:49 UTC,research,,"Henry Cowell Redwoods State Park, Scotts Valley, CA, US",37.028725,-122.0449362,Rhizopogon occidentalis,Rhizopogon occidentalis
20175169,10/3/10,2010-10-03 21:55:00 UTC,722991,2019-02-07 05:56:26 UTC,needs_id,"Damp area in Sitka Spruce, Shore Pine forest.  Sandy soil.","Lane County, OR, USA",44.06082903,-124.1107015,Rhizopogon occidentalis,Rhizopogon occidentalis
20175318,11/21/05,2005-11-22 05:51:00 UTC,722991,2019-04-08 02:53:21 UTC,needs_id,,"Lane County, OR, USA",44.05956823,-124.10983,Rhizopogon,Rhizopogon
20247480,2/9/19,2019-02-09 23:22:28 UTC,442780,2019-02-10 14:07:00 UTC,research,,"Point Reyes National Seashore, Inverness, CA, US",38.04676117,-122.8540333,Rhizopogon occidentalis,Rhizopogon occidentalis
20248205,1/26/19,2019-01-27 00:47:00 UTC,17695,2019-02-10 07:24:03 UTC,needs_id,,"Napa County, CA, USA",38.4850076,-122.1461382,Rhizopogon,Rhizopogon
20282058,2/9/19,2019-02-09 23:22:42 UTC,1169046,2019-02-13 08:30:42 UTC,research,,"Laguna Trail, Point Reyes Station, CA 94956, USA",38.04676819,-122.8540268,Rhizopogon ochraceorubens,Rhizopogon ochraceorubens
20294643,10/13/18,2018-10-13 19:26:00 UTC,398340,2019-03-11 04:48:13 UTC,needs_id,,"Cape Cod National Seashore, Wellfleet, MA 02667, USA",41.90513744,-69.97574806,Rhizopogon,Rhizopogon
20375187,2/15/19,2019-02-16 00:37:03 UTC,1425430,2019-02-18 06:32:46 UTC,needs_id,,"Sharp Park, Pacifica, CA, US",37.62663214,-122.4753621,Rhizopogon,Rhizopogon
20479631,5/5/12,,1472604,2019-02-19 06:26:28 UTC,casual,"Observed at: BioBlitz 2012
Certifying auth: Oluna Ceska",YMCA Camp Thunderbird,48.42,-123.63,Rhizopogon ellenae,Rhizopogon ellenae
20748243,2/24/19,,1424894,2019-02-25 06:37:12 UTC,needs_id,"found while raking detritus, fir needles, rotted wood ","Capital, CA-BC, CA",48.939948,-123.479371,Rhizopogon parksii,Rhizopogon parksii
21000211,12/31/12,,5179,2019-03-06 19:19:46 UTC,needs_id,"Found erumpent from hard red clay soil in area dominated by Arctostaphylos. Nearby (<3 but <30 m distance) shrubs inlcuded Channel Islands Scrub Oak (Quercus pacifica), Summer Holly (Comarostaphylis diversifolia), and Chamise (Adenostoma fasciculatum).

No conifers anywhere nearby. ","Islay Canyon Road, Santa Cruz Island, Santa Barbara County, CA, USA",33.996022,-119.737953,Rhizopogon mengei,Rhizopogon mengei
21001748,1/11/19,2019-01-11 18:56:00 UTC,1295270,2020-03-26 22:10:23 UTC,needs_id,found in a Bishop pine and Monterrey cypress forest ,"Mendocino County, CA, USA",39.462799,-123.804738,Rhizopogon,Rhizopogon
21129024,3/10/19,2019-03-10 22:10:05 UTC,851163,2019-04-04 09:20:55 UTC,needs_id,,"Oceanpoint Ranch, Cambria, CA 93428, USA",35.58251572,-121.120369,Rhizopogon,Rhizopogon
21181517,3/4/19,2019-03-04 18:09:44 UTC,928378,2019-03-13 23:42:47 UTC,research,Some sort of fungus,"2350–2398 Cordero Rd, San Diego, CA, US",32.9465703,-117.2524114,Rhizopogon occidentalis,Rhizopogon occidentalis
21196797,6/15/11,,1174719,2019-03-13 04:42:52 UTC,needs_id,<p>with lodgepole pine.  Odor mild.</p>,"Pend Oreille Co., Washington, USA",48.52305,-117.331,Rhizopogon ochraceorubens,Rhizopogon ochraceorubens
21197080,8/7/11,,1174719,2019-03-13 04:49:23 UTC,needs_id,,"Monumental Mountain, Colville National Forest, Washington, USA",48.6781,-117.178,Rhizopogon subsalmonius,Rhizopogon subsalmonius
21197086,8/7/11,,1174719,2019-03-13 04:49:41 UTC,needs_id,"<p>This keyed fairly well to Rhizopogon evadens, but the description of the coloring was a little off.</p>","Monumental Mountain, Colville National Forest, Washington, USA",48.6781,-117.178,Rhizopogon,Rhizopogon
21472082,3/19/19,2019-03-19 20:55:02 UTC,5179,2019-03-27 06:00:40 UTC,needs_id,,"University of California, Santa Cruz, Santa Cruz, CA, US",37.00456112,-122.0625388,Rhizopogon,Rhizopogon
